Id,SalePrice
1461,123564.57459747954
1462,165184.06382075677
1463,187230.48646394373
1464,201440.56312287127
1465,189550.63954368015
1466,172910.1690943815
1467,180913.6023157328
1468,165253.2384425342
1469,190626.19746471875
1470,125056.21930677327
1471,188150.47913179928
1472,97295.74643561477
1473,96302.26952164008
1474,145930.77906298114
1475,109933.54460265345
1476,371186.4179943973
1477,251442.9115718748
1478,291967.0865562857
1479,285528.72687083355
1480,514596.2936742327
1481,332973.7054791054
1482,208517.8448186312
1483,178964.46081326366
1484,162036.85867630466
1485,184326.52664196337
1486,194823.65679456628
1487,341696.9790790982
1488,234768.27327723696
1489,196017.57475958293
1490,248557.531777601
1491,191831.50981834604
1492,91300.63575812118
1493,182340.08575484128
1494,284004.43090348353
1495,287810.96465660504
1496,237849.7513991545
1497,186935.68966299872
1498,166182.66817424865
1499,160928.71981924537
1500,162246.58424578153
1501,178755.84245026336
1502,146998.08380986063
1503,296968.35968859465
1504,239078.9707622083
1505,227943.05896411685
1506,191860.87902443233
1507,247305.78834792651
1508,201910.04656386928
1509,160558.1133260831
1510,147789.4973440163
1511,151555.3022406709
1512,175406.1706194284
1513,146817.03513383633
1514,163999.7438247562
1515,189838.86734154017
1516,149421.21409732458
1517,170028.45897637942
1518,128912.7063868914
1519,216066.18616130433
1520,132485.51779528495
1521,136400.20211632198
1522,174962.10552248269
1523,113376.36994674448
1524,123727.56765085738
1525,124908.9730255349
1526,113688.0849381589
1527,104395.0899365941
1528,134431.43952626814
1529,150154.16958297323
1530,187735.86108475894
1531,105529.88395861642
1532,99701.23210111346
1533,153725.62223762576
1534,121711.02838874116
1535,152933.77797086418
1536,108813.38003568807
1537,69130.54015649688
1538,156743.75897517902
1539,200446.31015399974
1540,100265.5077214449
1541,145404.8189564373
1542,142933.83249337075
1543,197961.41149255584
1544,83322.31637350442
1545,116482.75207981888
1546,130406.59129756835
1547,129905.15711078372
1548,138124.33687727887
1549,121475.38707111245
1550,133034.53121835212
1551,110319.41640371662
1552,142001.30698835463
1553,143543.6687265886
1554,118153.05239411943
