Id,SalePrice
1461,121946.35488200995
1462,159176.64700573127
1463,186569.521395352
1464,196493.13931457725
1465,190087.0815986084
1466,171623.11267667217
1467,175813.17163051968
1468,164253.4737903145
1469,193577.11471784304
1470,124214.4812231056
1471,187089.78784978844
1472,95854.07720872926
1473,96243.87029173826
1474,147683.9821863815
1475,111762.53400053827
1476,364959.00209222914
1477,249115.3538952746
1478,290998.53944905207
1479,281926.92026810296
1480,494298.0569198162
1481,328584.1985049612
1482,209221.8860670428
1483,178476.94361713948
1484,162141.71485993476
1485,186220.6993991097
1486,196095.5690514157
1487,332620.00054196874
1488,233940.3993314693
1489,192037.0404905909
1490,228857.18566381923
1491,194120.1318291595
1492,95490.1262275905
1493,184398.50475309743
1494,289155.88539006235
1495,292052.3834488755
1496,229352.85810367216
1497,186360.3534801133
1498,167789.4209971934
1499,161967.28025344564
1500,160741.56044313798
1501,175853.81524764656
1502,145209.8338515249
1503,286901.2138887782
1504,240452.2715129433
1505,221315.45665260253
1506,193622.9627776637
1507,248763.72736542672
1508,199208.09638338527
1509,161064.98820116057
1510,146878.1864493554
1511,151049.47316275025
1512,175868.97618599384
1513,145175.49709197815
1514,158682.58646655246
1515,193520.19183374068
1516,148416.7572670275
1517,169309.76840357998
1518,131462.60694894288
1519,209566.0233839859
1520,131410.3442741182
1521,135149.8680254414
1522,172238.78990710533
1523,115957.13402042884
1524,128059.9586366117
1525,122746.05440960504
1526,115645.96861692952
1527,108463.27155039948
1528,134086.19478983368
1529,151609.6222286768
1530,181319.54019401257
1531,107734.21971435475
1532,96539.3842620724
1533,149396.1972547833
1534,118818.29810120988
1535,149762.77861833526
1536,108881.48159147328
1537,60929.80652979676
1538,159120.4148211911
1539,193059.03019765543
1540,99988.89883647244
1541,143653.2161390592
1542,140494.3794852759
1543,195967.23979953217
1544,82877.60954438134
1545,113632.71141098117
1546,130431.9140195971
1547,131088.6221885116
1548,136622.0413486773
1549,117196.0066034884
1550,133400.9652880568
1551,110845.19022502784
1552,135450.5433424322
1553,144097.4370217908
1554,120362.59742440628
1555,164545.24028763434
1556,83899.51856302503
1557,111150.78184226507
1558,97799.4978825568
1559,73919.5854837473
1560,135166.89378750476
1561,135511.4296898069
1562,130517.94008254996
1563,123761.9125910434
1564,155412.91598808533
1565,148026.61474508885
1566,245683.5658357876
1567,76841.40881647776
1568,228962.8426016398
1569,130826.12221900692
1570,139575.3294921137
1571,119490.138246794
1572,145602.51141411465
1573,241627.2464965026
1574,124690.11630905714
1575,231084.1665748947
1576,241832.7338381916
1577,183052.8760980861
1578,141270.0795804446
1579,146937.91733577417
1580,191298.00206346455
1581,153610.2350657087
1582,125643.57184273931
1583,307158.0182677245
1584,219689.6528639463
1585,139570.7659651031
1586,68471.99086586887
1587,102344.37847435172
1588,154484.83827111
1589,102047.47478717272
1590,134802.86902723368
1591,96022.2892229484
1592,122531.37793212486
1593,123102.1748133836
1594,128892.01949608455
1595,112520.21716602267
1596,229004.3231846988
1597,185292.12748771135
1598,217680.8600448337
1599,169997.19508348673
1600,163285.33793974662
1601,66758.72311848208
1602,115112.94081318556
1603,77934.97668955386
1604,273196.3039567391
1605,247154.9259121944
1606,169236.79577785602
1607,177672.40425674283
1608,211126.1791247839
1609,178143.2428936068
1610,148387.0447754276
1611,141064.85993967252
1612,170862.09748138016
1613,167199.8418160007
1614,128202.54496585288
1615,89446.66775282078
1616,78574.57989919321
1617,91679.26503559331
1618,125053.78521390622
1619,138687.81152826067
1620,162644.66321140245
1621,137876.64139990413
1622,140458.6543617093
1623,273487.0970874709
1624,214937.0211360892
1625,115977.55609600867
1626,164430.63183923948
1627,188753.5760654079
1628,280726.96866765234
1629,179018.26588538563
1630,348435.6315135516
1631,221535.77323915853
1632,239515.9766740056
1633,167762.78411036584
1634,183043.94703465648
1635,175112.71348740227
1636,152675.48826143894
1637,198100.90523654895
1638,182968.5474870749
1639,183090.16143751665
1640,248388.44294913748
1641,179664.35599245311
1642,237693.84082800057
1643,217858.6598352331
1644,232166.68514304623
